xbox ,ybox ,width ,height,onpix ,xbar ,ybar ,x2bar,y2bar ,xybar ,x2ybar,xy2bar,xedge ,xedgey,yedge ,yedgex,CUM_MEAN(height),CUM_MEAN(onpix ),CUM_MEAN(width ),CUM_MEAN(x2bar),CUM_MEAN(x2ybar),CUM_MEAN(xbar ),CUM_MEAN(xbox ),CUM_MEAN(xedge ),CUM_MEAN(xedgey),CUM_MEAN(xy2bar),CUM_MEAN(xybar ),CUM_MEAN(y2bar ),CUM_MEAN(ybar ),CUM_MEAN(ybox ),CUM_MEAN(yedge ),CUM_MEAN(yedgex),CUM_SUM(height),height * x2bar,height * x2ybar,height * xbar ,height * xedge ,height * xedgey,height * xy2bar,height * xybar ,height * y2bar ,height * ybar ,height * yedge ,height * yedgex,onpix  * x2bar,onpix  * x2ybar,onpix  * xedge ,onpix  * xybar ,onpix  * y2bar ,onpix  * yedge ,onpix  * yedgex,width  * x2bar,width  * x2ybar,width  * xbar ,width  * xedgey,width  * xy2bar,width  * xybar ,width  * y2bar ,width  * ybar ,width  * yedgex,x2bar * x2ybar,x2bar * xbar ,x2bar * xedge ,x2bar * xy2bar,x2bar * xybar ,x2bar * y2bar ,x2bar * ybar ,x2bar * yedge ,x2ybar * xbar ,x2ybar * xedge ,x2ybar * xy2bar,x2ybar * xybar ,x2ybar * y2bar ,x2ybar * ybar ,x2ybar * ybox ,x2ybar * yedgex,xbar  * xbox ,xbar  * xedgey,xbar  * xy2bar,xbar  * xybar ,xbar  * y2bar ,xbar  * ybar ,xbar  * ybox ,xbar  * yedgex,xbox  * xy2bar,xbox  * xybar ,xbox  * ybar ,xbox  * yedgex,xedge  * y2bar ,xedge  * yedge ,xedgey * xy2bar,xedgey * xybar ,xedgey * yedgex,xy2bar * xybar ,xy2bar * y2bar ,xy2bar * ybar ,xy2bar * ybox ,xy2bar * yedgex,xybar  * y2bar ,xybar  * ybar ,xybar  * ybox ,xybar  * yedgex,y2bar  * ybar ,y2bar  * yedge ,y2bar  * yedgex,ybar  * ybox ,ybar  * yedgex,ybox  * yedgex
3,3,4,2,2,7,8,5,5,7,5,7,2,7,4,8,5.365205280368173,3.5015138670219206,5.115962213879133,4.630677001332203,6.464030519559162,6.894453191231682,4.017076420007267,3.0485042993823424,8.342012837592346,7.929029914012353,8.281760930119898,5.165980380283396,7.506721569577328,7.0279762625650966,3.681482378587865,7.797868475233136,88601.0,10.0,10.0,14.0,4.0,14.0,14.0,14.0,10.0,16.0,8.0,16.0,10.0,10.0,4.0,14.0,10.0,8.0,16.0,20.0,20.0,28.0,28.0,28.0,28.0,20.0,32.0,32.0,25.0,35.0,10.0,35.0,35.0,25.0,40.0,20.0,35.0,10.0,35.0,35.0,25.0,40.0,15.0,40.0,21.0,49.0,49.0,49.0,35.0,56.0,21.0,56.0,21.0,21.0,24.0,24.0,10.0,8.0,49.0,49.0,56.0,49.0,35.0,56.0,21.0,56.0,35.0,56.0,21.0,56.0,40.0,20.0,40.0,24.0,64.0,24.0
4,9,4,7,3,8,7,8,7,8,6,8,2,9,9,8,5.365304268846503,3.5014834998486224,5.115894641235241,4.630881017257039,6.464002422040569,6.8945201332122314,4.017075386012715,3.048440811383591,8.34205267938238,7.92903421132304,8.281743869209809,5.166091432031487,7.5066908870723585,7.028095670602482,3.6818044202240388,7.797880714501968,88608.0,56.0,42.0,56.0,14.0,63.0,56.0,56.0,49.0,49.0,63.0,56.0,24.0,18.0,6.0,24.0,21.0,27.0,24.0,32.0,24.0,32.0,36.0,32.0,32.0,28.0,28.0,32.0,48.0,64.0,16.0,64.0,64.0,56.0,56.0,72.0,48.0,12.0,48.0,48.0,42.0,42.0,54.0,48.0,32.0,72.0,64.0,64.0,56.0,56.0,72.0,64.0,32.0,32.0,28.0,32.0,14.0,18.0,72.0,72.0,72.0,64.0,56.0,56.0,72.0,64.0,56.0,56.0,72.0,64.0,49.0,63.0,56.0,63.0,56.0,72.0
4,6,5,5,4,5,4,4,5,5,4,7,4,4,6,6,5.365282150641802,3.501513683700654,5.115887624122063,4.630842819084524,6.4638532332283845,6.894405425042383,4.017074352143376,3.048498425768951,8.341789779607653,7.928977960765319,8.281545168321628,5.1660813756357475,7.5064785662387985,7.028033422136111,3.6819447808186,7.797771857592638,88613.0,20.0,20.0,25.0,20.0,20.0,35.0,25.0,25.0,20.0,30.0,30.0,16.0,16.0,16.0,20.0,20.0,24.0,24.0,20.0,20.0,25.0,20.0,35.0,25.0,25.0,20.0,30.0,16.0,20.0,16.0,28.0,20.0,20.0,16.0,24.0,20.0,16.0,28.0,20.0,20.0,16.0,24.0,24.0,20.0,20.0,35.0,25.0,25.0,20.0,30.0,30.0,28.0,20.0,16.0,24.0,20.0,24.0,28.0,20.0,24.0,35.0,35.0,28.0,42.0,42.0,25.0,20.0,30.0,30.0,20.0,30.0,30.0,24.0,24.0,36.0
3,5,4,4,4,7,8,6,6,7,6,8,3,8,3,8,5.365199491433069,3.5015438638978025,5.115820064176304,4.630925712901859,6.463825149845613,6.894411818126779,4.017012774716958,3.048495489495671,8.341769086395834,7.928982260701096,8.281467578858146,5.166131864139977,7.506508445843676,7.0279106375249745,3.681903493370467,7.797784101229037,88617.0,24.0,24.0,28.0,12.0,32.0,32.0,28.0,24.0,32.0,12.0,32.0,24.0,24.0,12.0,28.0,24.0,12.0,32.0,24.0,24.0,28.0,32.0,32.0,28.0,24.0,32.0,32.0,36.0,42.0,18.0,48.0,42.0,36.0,48.0,18.0,42.0,18.0,48.0,42.0,36.0,48.0,30.0,48.0,21.0,56.0,56.0,49.0,42.0,56.0,35.0,56.0,24.0,21.0,24.0,24.0,18.0,9.0,64.0,56.0,64.0,56.0,48.0,64.0,40.0,64.0,42.0,56.0,35.0,56.0,48.0,18.0,48.0,40.0,64.0,40.0
5,9,6,7,7,8,7,3,8,8,6,8,1,7,12,9,5.36529846228357,3.501755660491585,5.115873592444606,4.630826976631553,6.46379706986318,6.89447875045405,4.01707228478024,3.0483714735440124,8.3416878556726,7.928986560116237,8.281450538806151,5.1663034265649594,7.506477781813779,7.028030027848407,3.68240707107398,7.797856883399928,88624.0,21.0,42.0,56.0,7.0,49.0,56.0,56.0,56.0,49.0,84.0,63.0,21.0,42.0,7.0,56.0,56.0,84.0,63.0,18.0,36.0,48.0,42.0,48.0,48.0,48.0,42.0,54.0,18.0,24.0,3.0,24.0,24.0,24.0,21.0,36.0,48.0,6.0,48.0,48.0,48.0,42.0,54.0,54.0,40.0,56.0,64.0,64.0,64.0,56.0,72.0,72.0,40.0,40.0,35.0,45.0,8.0,12.0,56.0,56.0,63.0,64.0,64.0,56.0,72.0,72.0,64.0,56.0,72.0,72.0,56.0,96.0,72.0,63.0,63.0,81.0
3,6,3,4,1,1,13,5,4,12,10,7,0,8,2,6,5.365215812095163,3.5016042133301046,5.115745505175858,4.630849325019675,6.464011138688782,6.894121920213088,4.017010714934318,3.048186936255221,8.341667171136267,7.928930322658757,8.281675646225558,5.166232822810097,7.506810339608935,7.027967794660694,3.6823052242871843,7.797748047702646,88628.0,20.0,40.0,4.0,0.0,32.0,28.0,48.0,16.0,52.0,8.0,24.0,5.0,10.0,0.0,12.0,4.0,2.0,6.0,15.0,30.0,3.0,24.0,21.0,36.0,12.0,39.0,18.0,50.0,5.0,0.0,35.0,60.0,20.0,65.0,10.0,10.0,0.0,70.0,120.0,40.0,130.0,60.0,60.0,3.0,8.0,7.0,12.0,4.0,13.0,6.0,6.0,21.0,36.0,39.0,18.0,0.0,0.0,56.0,96.0,48.0,84.0,28.0,91.0,42.0,42.0,48.0,156.0,72.0,72.0,52.0,8.0,24.0,78.0,78.0,36.0
5,9,7,6,4,9,8,4,6,12,4,4,2,9,4,9,5.365254237288136,3.501634382566586,5.115859564164649,4.630811138014528,6.463861985472155,6.894249394673124,4.017070217917675,3.0481234866828086,8.341707021791768,7.928692493946731,8.281900726392251,5.166283292978208,7.5068401937046,7.028087167070218,3.682324455205811,7.797820823244552,88634.0,24.0,24.0,54.0,12.0,54.0,24.0,72.0,36.0,48.0,24.0,54.0,16.0,16.0,8.0,48.0,24.0,16.0,36.0,28.0,28.0,63.0,63.0,28.0,84.0,42.0,56.0,63.0,16.0,36.0,8.0,16.0,48.0,24.0,32.0,16.0,36.0,8.0,16.0,48.0,24.0,32.0,36.0,36.0,45.0,81.0,36.0,108.0,54.0,72.0,81.0,81.0,20.0,60.0,40.0,45.0,12.0,8.0,36.0,108.0,81.0,48.0,24.0,32.0,36.0,36.0,72.0,96.0,108.0,108.0,48.0,24.0,54.0,72.0,72.0,81.0
2,3,2,2,1,6,8,5,4,8,7,7,4,8,1,6,5.365050541734762,3.5014829610798377,5.115670964227347,4.630833484655892,6.463894437382725,6.89419526663035,4.016948126626717,3.0481811028388113,8.341686338599358,7.928636281096786,8.281883663216512,5.166212698989165,7.506870044186187,7.027843350886751,3.6821620967253796,7.797712002905393,88636.0,10.0,14.0,12.0,8.0,16.0,14.0,16.0,8.0,16.0,2.0,12.0,5.0,7.0,4.0,8.0,4.0,1.0,6.0,10.0,14.0,12.0,16.0,14.0,16.0,8.0,16.0,12.0,35.0,30.0,20.0,35.0,40.0,20.0,40.0,5.0,42.0,28.0,49.0,56.0,28.0,56.0,21.0,42.0,12.0,48.0,42.0,48.0,24.0,48.0,18.0,36.0,14.0,16.0,16.0,12.0,16.0,4.0,56.0,64.0,48.0,56.0,28.0,56.0,21.0,42.0,32.0,64.0,24.0,48.0,32.0,4.0,24.0,24.0,48.0,18.0
7,9,7,7,4,5,11,2,8,11,10,5,1,11,2,4,5.365149497639511,3.5015131340031473,5.115785013920833,4.6306742525118025,6.4641084614453455,6.894080619779688,4.017128676915628,3.048057135939959,8.341847233991043,7.928459024331195,8.28204817818666,5.1663842149860795,7.5070814671347295,7.027962716378163,3.6820602832586853,7.797482145018763,88643.0,14.0,70.0,35.0,7.0,77.0,35.0,77.0,56.0,77.0,14.0,28.0,8.0,40.0,4.0,44.0,32.0,8.0,16.0,14.0,70.0,35.0,77.0,35.0,77.0,56.0,77.0,28.0,20.0,10.0,2.0,10.0,22.0,16.0,22.0,4.0,50.0,10.0,50.0,110.0,80.0,110.0,90.0,40.0,35.0,55.0,25.0,55.0,40.0,55.0,45.0,20.0,35.0,77.0,77.0,28.0,8.0,2.0,55.0,121.0,44.0,55.0,40.0,55.0,45.0,20.0,88.0,121.0,99.0,44.0,88.0,16.0,32.0,99.0,44.0,36.0
5,7,7,5,3,7,9,2,7,14,5,5,2,8,3,8,5.365127398172245,3.5014827815771956,5.115899049809356,4.630515039641711,6.464019851116626,6.8940870302003265,4.017188161956061,3.047993705743509,8.341826544816316,7.928281789021364,8.282394238334444,5.1664951885250865,7.507171821097864,7.027961024027114,3.682019003812867,7.797494401743025,88648.0,10.0,25.0,35.0,10.0,40.0,25.0,70.0,35.0,45.0,15.0,40.0,6.0,15.0,6.0,42.0,21.0,9.0,24.0,14.0,35.0,49.0,56.0,35.0,98.0,49.0,63.0,56.0,10.0,14.0,4.0,10.0,28.0,14.0,18.0,6.0,35.0,10.0,25.0,70.0,35.0,45.0,35.0,40.0,35.0,56.0,35.0,98.0,49.0,63.0,49.0,56.0,25.0,70.0,45.0,40.0,14.0,6.0,40.0,112.0,64.0,70.0,35.0,45.0,35.0,40.0,98.0,126.0,98.0,112.0,63.0,21.0,56.0,63.0,72.0,56.0
5,9,7,7,6,7,6,3,4,10,8,9,11,5,3,9,5.36522633744856,3.5016339869281046,5.116013071895424,4.630416364076495,6.4641128056160735,6.894093439845074,4.017247639796659,3.048474945533769,8.341624304042604,7.928346647300896,8.28249818445897,5.16642459452917,7.507080610021786,7.028080367949649,3.6819777293633504,7.797567175018155,88655.0,21.0,56.0,49.0,77.0,35.0,63.0,70.0,28.0,42.0,21.0,63.0,18.0,48.0,66.0,60.0,24.0,18.0,54.0,21.0,56.0,49.0,35.0,63.0,70.0,28.0,42.0,63.0,24.0,21.0,33.0,27.0,30.0,12.0,18.0,9.0,56.0,88.0,72.0,80.0,32.0,48.0,72.0,72.0,35.0,35.0,63.0,70.0,28.0,42.0,63.0,63.0,45.0,50.0,30.0,45.0,44.0,33.0,45.0,50.0,45.0,90.0,36.0,54.0,81.0,81.0,40.0,60.0,90.0,90.0,24.0,12.0,36.0,54.0,54.0,81.0
3,7,4,5,2,7,6,5,9,5,6,10,0,9,9,8,5.3652042360060515,3.5015431164901663,5.115945537065053,4.630438729198184,6.464084720121028,6.8940998487140694,4.017186081694402,3.048290468986384,8.341664145234493,7.9284720121028744,8.282299546142209,5.166656580937973,7.506989409984872,7.028078668683812,3.682299546142209,7.797579425113464,88660.0,25.0,30.0,35.0,0.0,45.0,50.0,25.0,45.0,30.0,45.0,40.0,10.0,12.0,0.0,10.0,18.0,18.0,16.0,20.0,24.0,28.0,36.0,40.0,20.0,36.0,24.0,32.0,30.0,35.0,0.0,50.0,25.0,45.0,30.0,45.0,42.0,0.0,60.0,30.0,54.0,36.0,42.0,48.0,21.0,63.0,70.0,35.0,63.0,42.0,49.0,56.0,30.0,15.0,18.0,24.0,0.0,0.0,90.0,45.0,72.0,50.0,90.0,60.0,70.0,80.0,45.0,30.0,35.0,40.0,54.0,81.0,72.0,42.0,48.0,56.0
3,5,5,3,2,8,6,2,7,10,7,9,2,9,5,8,5.3650611158174994,3.5014522570494977,5.115938521118238,4.6302795594820285,6.464117148735326,6.89416676751785,4.017124531041994,3.0482270361854047,8.341703981604745,7.928536851022631,8.28240348541692,5.166767517850659,7.506898220985114,7.027955948202832,3.6823792811327607,7.79759167372625,88663.0,6.0,21.0,24.0,6.0,27.0,27.0,30.0,21.0,18.0,15.0,24.0,4.0,14.0,4.0,20.0,14.0,10.0,16.0,10.0,35.0,40.0,45.0,45.0,50.0,35.0,30.0,40.0,14.0,16.0,4.0,18.0,20.0,14.0,12.0,10.0,56.0,14.0,63.0,70.0,49.0,42.0,35.0,56.0,24.0,72.0,72.0,80.0,56.0,48.0,40.0,64.0,27.0,30.0,18.0,24.0,14.0,10.0,81.0,90.0,72.0,90.0,63.0,54.0,45.0,72.0,70.0,60.0,50.0,80.0,42.0,35.0,56.0,30.0,48.0,40.0
7,10,8,7,5,8,7,3,6,10,5,7,2,8,5,9,5.365160041144794,3.501542929751316,5.116113027167665,4.630180916076723,6.464028559327161,6.894233678223513,4.017305016034368,3.0481636110606884,8.34168330610516,7.928480667997822,8.282507412113512,5.1668179342893445,7.506867550069583,7.0281357778181155,3.682459006474254,7.797664427905851,88670.0,21.0,35.0,56.0,14.0,56.0,49.0,70.0,42.0,49.0,35.0,63.0,15.0,25.0,10.0,50.0,30.0,25.0,45.0,24.0,40.0,64.0,64.0,56.0,80.0,48.0,56.0,72.0,15.0,24.0,6.0,21.0,30.0,18.0,21.0,15.0,40.0,10.0,35.0,50.0,30.0,35.0,50.0,45.0,56.0,64.0,56.0,80.0,48.0,56.0,80.0,72.0,49.0,70.0,49.0,63.0,12.0,10.0,56.0,80.0,72.0,70.0,42.0,49.0,70.0,63.0,60.0,70.0,100.0,90.0,42.0,30.0,54.0,70.0,63.0,90.0
4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8,5.365258954501452,3.501452081316554,5.116106001936108,4.630203291384317,6.464000484027106,6.894240077444337,4.017303969022265,3.048160696999032,8.341662633107454,7.928484995159729,8.2824298160697,5.16674733785092,7.50683688286544,7.0283155856727975,3.682478218780252,7.797676669893514,88677.0,35.0,42.0,49.0,21.0,56.0,56.0,49.0,28.0,49.0,28.0,56.0,10.0,12.0,6.0,14.0,8.0,8.0,16.0,25.0,30.0,35.0,40.0,40.0,35.0,20.0,35.0,40.0,30.0,35.0,15.0,40.0,35.0,20.0,35.0,20.0,42.0,18.0,48.0,42.0,24.0,42.0,60.0,48.0,28.0,56.0,56.0,49.0,28.0,49.0,70.0,56.0,32.0,28.0,28.0,32.0,12.0,12.0,64.0,56.0,64.0,56.0,32.0,56.0,80.0,64.0,28.0,49.0,70.0,56.0,28.0,16.0,32.0,70.0,56.0,80.0
2,3,2,2,2,7,7,6,6,7,6,5,2,8,2,7,5.365055357250893,3.5013612438744026,5.1159174783713475,4.630286163712263,6.4639724121241455,6.894246475890858,4.017181922681348,3.0480972835622238,8.341641962611169,7.928307822614798,8.282352229414968,5.166797749410128,7.506806219372013,7.028071873676568,3.682376429306068,7.797628410672152,88679.0,12.0,12.0,14.0,4.0,16.0,10.0,14.0,12.0,14.0,4.0,14.0,12.0,12.0,4.0,14.0,12.0,4.0,14.0,12.0,12.0,14.0,16.0,10.0,14.0,12.0,14.0,14.0,36.0,42.0,12.0,30.0,42.0,36.0,42.0,12.0,42.0,12.0,30.0,42.0,36.0,42.0,18.0,42.0,14.0,56.0,35.0,49.0,42.0,49.0,21.0,49.0,10.0,14.0,14.0,14.0,12.0,4.0,40.0,56.0,56.0,35.0,30.0,35.0,15.0,35.0,42.0,49.0,21.0,49.0,42.0,12.0,42.0,21.0,49.0,21.0
1,0,1,0,0,2,2,5,4,1,2,5,0,8,0,8,5.364730792498488,3.5011494252873563,5.115668481548699,4.6303085299455535,6.463702359346643,6.893950393224441,4.016999395039322,3.047912885662432,8.34162129461585,7.928130671506352,8.281911675741076,5.166727162734422,7.506473079249849,7.027646702964307,3.682153660012099,7.797640653357532,88679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,8.0,5.0,1.0,4.0,2.0,8.0,10.0,10.0,0.0,25.0,5.0,20.0,10.0,0.0,4.0,0.0,10.0,2.0,8.0,4.0,0.0,16.0,2.0,16.0,10.0,2.0,8.0,4.0,0.0,16.0,5.0,1.0,2.0,8.0,0.0,0.0,40.0,8.0,64.0,5.0,20.0,10.0,0.0,40.0,4.0,2.0,0.0,8.0,8.0,0.0,32.0,0.0,16.0,0.0
1,6,2,4,1,7,7,0,7,13,6,9,0,8,1,8,5.364648236646301,3.5009981247353457,5.115480007259089,4.630028431431855,6.4636743088742366,6.893956808420543,4.016816889480371,3.0477285100719858,8.341600629121045,7.928195511463311,8.282197084265924,5.166838061823241,7.506442441473595,7.027584538140464,3.681991410078035,7.7976528945617325,88683.0,0.0,24.0,28.0,0.0,32.0,36.0,52.0,28.0,28.0,4.0,32.0,0.0,6.0,0.0,13.0,7.0,1.0,8.0,0.0,12.0,14.0,16.0,18.0,26.0,14.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,54.0,78.0,42.0,42.0,36.0,48.0,7.0,56.0,63.0,91.0,49.0,49.0,42.0,56.0,9.0,13.0,7.0,8.0,0.0,0.0,72.0,104.0,64.0,117.0,63.0,63.0,54.0,72.0,91.0,91.0,78.0,104.0,49.0,7.0,56.0,42.0,56.0,48.0
2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8,5.3645656907815145,3.5008468424872974,5.115352044519719,4.629929833051053,6.463646261795306,6.893963222840552,4.016694894749577,3.0475441567868375,8.3415799661263,7.928199854827002,8.282240503266392,5.167311879990322,7.506411807403823,7.027522380837164,3.682252601016211,7.797665134285023,88687.0,12.0,24.0,28.0,0.0,32.0,32.0,36.0,52.0,28.0,32.0,32.0,3.0,6.0,0.0,9.0,13.0,8.0,8.0,9.0,18.0,21.0,24.0,24.0,27.0,39.0,21.0,24.0,18.0,21.0,0.0,24.0,27.0,39.0,21.0,24.0,42.0,0.0,48.0,54.0,78.0,42.0,36.0,48.0,14.0,56.0,56.0,63.0,91.0,49.0,42.0,56.0,16.0,18.0,14.0,16.0,0.0,0.0,64.0,72.0,64.0,72.0,104.0,56.0,48.0,64.0,117.0,63.0,54.0,72.0,91.0,104.0,104.0,42.0,56.0,48.0
4,9,5,8,5,8,6,8,6,5,4,7,2,8,4,8,5.364725095264017,3.5009375189015906,5.115345067440876,4.63013367204984,6.463497247928386,6.894030121575032,4.016693884957358,3.04748079598379,8.341559305631161,7.92814371257485,8.282041976652755,5.167362245206556,7.506320691949434,7.027641686324321,3.682271819996371,7.797677372527672,88695.0,64.0,32.0,64.0,16.0,64.0,56.0,40.0,48.0,48.0,32.0,64.0,40.0,20.0,10.0,25.0,30.0,20.0,40.0,40.0,20.0,40.0,40.0,35.0,25.0,30.0,30.0,40.0,32.0,64.0,16.0,56.0,40.0,48.0,48.0,32.0,32.0,8.0,28.0,20.0,24.0,24.0,36.0,32.0,32.0,64.0,56.0,40.0,48.0,48.0,72.0,64.0,28.0,20.0,24.0,32.0,12.0,8.0,56.0,40.0,64.0,35.0,42.0,42.0,63.0,56.0,30.0,30.0,45.0,40.0,36.0,24.0,48.0,54.0,48.0,72.0
3,8,3,5,1,0,13,4,4,13,11,7,0,8,1,6,5.364703036167897,3.500786258618604,5.115217128341599,4.630095560662877,6.463771622112011,6.893613160759647,4.016632393855087,3.047296479980646,8.341538647635176,7.928087577113826,8.282327325511067,5.16729164146607,7.506652957542035,7.0277004959477445,3.682109592355147,7.797568646425547,88700.0,20.0,55.0,0.0,0.0,40.0,35.0,65.0,20.0,65.0,5.0,30.0,4.0,11.0,0.0,13.0,4.0,1.0,6.0,12.0,33.0,0.0,24.0,21.0,39.0,12.0,39.0,18.0,44.0,0.0,0.0,28.0,52.0,16.0,52.0,4.0,0.0,0.0,77.0,143.0,44.0,143.0,88.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,39.0,39.0,18.0,0.0,0.0,56.0,104.0,48.0,91.0,28.0,91.0,56.0,42.0,52.0,169.0,104.0,78.0,52.0,4.0,24.0,104.0,78.0,48.0
3,8,5,6,2,8,5,3,1,7,0,8,2,7,2,8,5.364741457514364,3.500695494405806,5.115210160266102,4.629996976111279,6.463380707589961,6.893680072573329,4.016570910190505,3.047233141820381,8.341457514363471,7.928091926217115,8.282249773208346,5.167039612942244,7.506501360749924,7.027759298457816,3.6820078621106744,7.797580889023284,88706.0,18.0,0.0,48.0,12.0,42.0,48.0,42.0,6.0,30.0,12.0,48.0,6.0,0.0,4.0,14.0,2.0,4.0,16.0,15.0,0.0,40.0,35.0,40.0,35.0,5.0,25.0,40.0,0.0,24.0,6.0,24.0,21.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,56.0,64.0,56.0,8.0,40.0,64.0,64.0,24.0,21.0,15.0,24.0,2.0,4.0,56.0,49.0,56.0,56.0,8.0,40.0,64.0,64.0,7.0,35.0,56.0,56.0,5.0,2.0,8.0,40.0,40.0,64.0
2,4,2,2,2,7,7,5,8,6,5,8,2,8,6,9,5.364537977745525,3.500604741170779,5.115021770682148,4.630019351717465,6.46329221093372,6.893686502177069,4.016448959845186,3.047169811320755,8.341436865021771,7.928096274794388,8.28211175616836,5.1672109337203675,7.506470730527334,7.027576197387518,3.6821480406386065,7.797653604257378,88708.0,10.0,10.0,14.0,4.0,16.0,16.0,12.0,16.0,14.0,12.0,18.0,10.0,10.0,4.0,12.0,16.0,12.0,18.0,10.0,10.0,14.0,16.0,16.0,12.0,16.0,14.0,18.0,25.0,35.0,10.0,40.0,30.0,40.0,35.0,30.0,35.0,10.0,40.0,30.0,40.0,35.0,20.0,45.0,14.0,56.0,56.0,42.0,56.0,49.0,28.0,63.0,16.0,12.0,14.0,18.0,16.0,12.0,64.0,48.0,72.0,48.0,64.0,56.0,32.0,72.0,48.0,42.0,24.0,54.0,56.0,48.0,72.0,28.0,63.0,36.0
3,8,5,6,1,4,10,3,2,9,13,8,2,11,0,8,5.364576404426438,3.5004535284513514,5.115014815262744,4.629920783697164,6.4636874886617885,6.893511519622664,4.016387494708835,3.0471064884803774,8.341597629557961,7.92810062284574,8.282155167200822,5.1670194110177174,7.506621515389732,7.027635000302352,3.681925379452138,7.797665840237044,88714.0,18.0,78.0,24.0,12.0,66.0,48.0,54.0,12.0,60.0,0.0,48.0,3.0,13.0,2.0,9.0,2.0,0.0,8.0,15.0,65.0,20.0,55.0,40.0,45.0,10.0,50.0,40.0,39.0,12.0,6.0,24.0,27.0,6.0,30.0,0.0,52.0,26.0,104.0,117.0,26.0,130.0,104.0,104.0,12.0,44.0,32.0,36.0,8.0,40.0,32.0,32.0,24.0,27.0,30.0,24.0,4.0,0.0,88.0,99.0,88.0,72.0,16.0,80.0,64.0,64.0,18.0,90.0,72.0,72.0,20.0,0.0,16.0,80.0,80.0,64.0
4,3,5,5,2,8,10,6,10,5,5,5,0,7,8,9,5.364554359656548,3.5003628008223484,5.115007860684484,4.6300036280082235,6.463598984157698,6.8935784254444314,4.016386503809408,3.04692223969041,8.341516507437417,7.927923569960092,8.281956705768533,5.1673116459063975,7.506772282017173,7.027391462087314,3.682186479622687,7.797738541540694,88719.0,30.0,25.0,40.0,0.0,35.0,25.0,25.0,50.0,50.0,40.0,45.0,12.0,10.0,0.0,10.0,20.0,16.0,18.0,30.0,25.0,40.0,35.0,25.0,25.0,50.0,50.0,45.0,30.0,48.0,0.0,30.0,30.0,60.0,60.0,48.0,40.0,0.0,25.0,25.0,50.0,50.0,15.0,45.0,32.0,56.0,40.0,40.0,80.0,80.0,24.0,72.0,20.0,20.0,40.0,36.0,0.0,0.0,35.0,35.0,63.0,25.0,50.0,50.0,15.0,45.0,50.0,50.0,15.0,45.0,100.0,80.0,90.0,30.0,90.0,27.0
5,9,6,7,3,9,7,2,6,14,3,7,0,7,0,8,5.364653243847875,3.500332547312413,5.115061370094927,4.629844609710381,6.463389564060705,6.893705786323236,4.01644597617752,3.046738013180966,8.34143539512667,7.927867464780216,8.282302436664853,5.167361992865349,7.506741640969829,7.027510732208719,3.6819638430376687,7.797750770905133,88726.0,14.0,21.0,63.0,0.0,49.0,49.0,98.0,42.0,49.0,0.0,56.0,6.0,9.0,0.0,42.0,18.0,0.0,24.0,12.0,18.0,54.0,42.0,42.0,84.0,36.0,42.0,48.0,6.0,18.0,0.0,14.0,28.0,12.0,14.0,0.0,27.0,0.0,21.0,42.0,18.0,21.0,27.0,24.0,45.0,63.0,63.0,126.0,54.0,63.0,81.0,72.0,35.0,70.0,35.0,40.0,0.0,0.0,49.0,98.0,56.0,98.0,42.0,49.0,63.0,56.0,84.0,98.0,126.0,112.0,42.0,0.0,48.0,63.0,56.0,72.0
4,10,7,7,4,9,7,0,8,9,4,7,3,8,3,8,5.364752116082225,3.5003627569528417,5.1151753325272065,4.62956469165659,6.463240628778718,6.893833131801693,4.016444981862152,3.0467351874244257,8.341414752116082,7.927811366384522,8.282345828295043,5.167533252720677,7.5067110036275695,7.027690447400242,3.6819226118500605,7.797762998790811,88733.0,0.0,28.0,63.0,21.0,56.0,49.0,63.0,56.0,49.0,21.0,56.0,0.0,16.0,12.0,36.0,32.0,12.0,32.0,0.0,28.0,63.0,56.0,49.0,63.0,56.0,49.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,12.0,28.0,36.0,32.0,28.0,40.0,32.0,36.0,72.0,63.0,81.0,72.0,63.0,90.0,72.0,28.0,36.0,28.0,32.0,24.0,9.0,56.0,72.0,64.0,63.0,56.0,49.0,70.0,56.0,72.0,63.0,90.0,72.0,56.0,24.0,64.0,70.0,56.0,80.0
